i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:11490,55,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:-875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_2;pos:-875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_3;pos:875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_4;pos:-875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_5;pos:-875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_6;pos:-875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_7;pos:9625,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_8;pos:11375,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_9;pos:11375,0,875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_10;pos:13125,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_11;pos:14875,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_12;pos:9625,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_13;pos:11375,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_14;pos:13125,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_15;pos:14875,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_16;pos:7875,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_17;pos:9625,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_18;pos:13125,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_19;pos:14815.89,0,-4366.951;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_20;pos:7875,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_21;pos:9625,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_22;pos:11375,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_23;pos:13125,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_24;pos:4375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_25;pos:6125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_26;pos:7875,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_27;pos:9625,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_28;pos:11375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_29;pos:13125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_30;pos:875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_31;pos:2625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_32;pos:4375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_33;pos:6125,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_34;pos:7875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_35;pos:9625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_36;pos:11375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_37;pos:2625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_38;pos:4375,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_39;pos:7875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_40;pos:9625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_41;pos:875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_42;pos:2625,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_43;pos:4375,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_44;pos:6125,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_45;pos:7875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_46;pos:11374.48,0,-11374.62;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_47;pos:875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_48;pos:2625,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_49;pos:4375,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_50;pos:6125,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_51;pos:875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_1049;pos:43.64011,85.52771,-15736.85;rot:0,220.5009,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1050;pos:-23.36526,85.40671,-15805.25;rot:0,228.5901,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1051;pos:-52.15335,46.38119,-16357.89;rot:0,268.877,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1052;pos:-147.4854,45.95658,-16346.82;rot:0,284.6833,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1053;pos:-234.026,46.24607,-16308.6;rot:0,302.5704,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1054;pos:-307.7289,46.35516,-16246.11;rot:0,317.6114,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1055;pos:-377.0098,46.46257,-16178.78;rot:0,310.5885,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1056;pos:-442.277,46.54845,-16108.42;rot:0,323.6601,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1057;pos:-497.2274,46.27177,-16026.72;rot:0,328.2408,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1058;pos:-254.4453,46.55323,-16230.45;rot:0,28.08009,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1059;pos:-209.6393,46.31983,-16146.02;rot:0,27.58004,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1060;pos:-48.87066,46.22092,-16120.36;rot:0,65.1467,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1061;pos:39.72827,46.18894,-16081.5;rot:0,67.27673,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1062;pos:60.41007,46.47379,-16353.64;rot:0,87.75073,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1063;pos:156.4144,46.57521,-16339.33;rot:0,75.55053,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1064;pos:238.028,46.70363,-16296.67;rot:0,50.32009,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1065;pos:292.7412,46.20398,-16222.96;rot:0,22.24961,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1066;pos:310.7295,45.96485,-16131.1;rot:0,359.3788,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1067;pos:310.8449,46.12345,-16032.87;rot:0,1.013223,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1068;pos:310.6783,42.18484,-16033.33;rot:336,358.9766,3.942724E-07;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1069;pos:309.8372,62.41061,-15941.01;rot:0,0.3700994,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1070;pos:-240.5576,71.1431,-15892.36;rot:0,286.158,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1071;pos:-317.3651,71.28614,-15857.52;rot:0,300.0519,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1072;pos:-394.4918,71.23555,-15802.56;rot:0,311.1358,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1073;pos:-457.0446,71.16331,-15730.63;rot:0,326.1497,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1074;pos:-497.1591,71.24026,-15644.04;rot:0,343.8932,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1075;pos:-506.7819,71.30877,-15549.73;rot:0,4.888553,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1076;pos:-484.5254,71.38474,-15456.96;rot:0,21.88838,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1077;pos:-435.2556,71.50978,-15372.68;rot:0,37.88827,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1078;pos:-365.8927,71.58229,-15305.54;rot:0,53.38797,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1079;pos:-280.1226,71.4566,-15262.28;rot:0,73.6666,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1080;pos:-186.3163,71.69044,-15245.07;rot:0,85.10632,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1081;pos:-95.50218,71.3147,-15259.63;rot:0,113.4554,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1082;pos:-7.152756,71.14026,-15302.55;rot:0,118.1343,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1083;pos:64.22347,71.21651,-15360.83;rot:0,140.3802,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1084;pos:112.5767,71.24144,-15437.25;rot:0,154.879,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1085;pos:137.798,71.31455,-15527.21;rot:0,172.228,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1086;pos:137.9633,71.58588,-15619.84;rot:0,184.1267,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1087;pos:114.107,71.4161,-15709.42;rot:0,203.4867,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1088;pos:67.92956,71.09834,-15778.8;rot:0,220.0866,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1089;pos:-1.169605,71.11089,-15845.58;rot:0,231.7253,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1090;pos:-91.6163,71.32619,-15884.2;rot:0,257.1149,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1091;pos:-168.9109,71.1195,-15897.96;rot:0,262.8715,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1092;pos:-362.6955,52.55155,-15944.79;rot:0,5.199475,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1093;pos:-395.3342,52.08993,-15876.34;rot:0,304.5485,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1094;pos:-471.4594,52.25966,-15817.68;rot:0,310.8334,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1095;pos:189.8101,62.87584,-15504.25;rot:0,260.0409,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1096;pos:132.5437,47.0736,-15228.03;rot:0,334.0041,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1097;pos:76.38599,46.49517,-15152.36;rot:0,313.0104,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1098;pos:18.00372,46.83767,-15077.57;rot:0,331.3391,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1099;pos:-4.664674,46.87093,-15134.1;rot:0,219.5684,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1100;pos:94.26452,62.5367,-15322.37;rot:0,122.6313,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1101;pos:169.3822,62.85515,-15380.24;rot:0,132.3606,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1102;pos:223.283,62.74918,-15455.01;rot:0,156.1796,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1103;pos:159.0827,62.59825,-15335.96;rot:0,171.6591,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:house5_1106;pos:-407.4226,60.99586,-15171.56;rot:0,61.14725,0;m:house5;scl:0.7,0.7,0.7;;
i:house7_1108;pos:-127.3857,59.48692,-15081.08;rot:0,92.38538,0;m:house7;scl:0.7,0.7,0.7;;
i:tower5_1109;pos:-381.178,50.24758,-15245.59;rot:0,62.93551,0;m:tower5;scl:0.7,0.7,0.7;;
i:house5_1111;pos:-94.6768,91.22726,-15339.82;rot:0,280.3858,0;m:house5;scl:0.7,0.7,0.7;;
i:cuboid_1123;pos:342.6317,57.8018,-15947.91;rot:0,1.154879,0;m:cuboid;scl:2,2,2;t:grass2;;
i:cuboid_1124;pos:-389.4094,47.31924,-15975.62;rot:0,0.9750088,0;m:cuboid;scl:2,2,2;t:grass2;;
i:tree2_1125;pos:341.7436,133.9177,-15947.25;rot:0,357.9412,0;m:tree2;;
i:tree2_1126;pos:-389.8849,120.9675,-15976.73;rot:0,327.9295,0;m:tree2;;
i:cuboid_1127;pos:48.30635,98.39564,-15551.82;rot:0,173.975,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1128;pos:45.1416,98.3937,-15616.61;rot:0,191.2443,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1129;pos:21.20306,98.19656,-15675.92;rot:0,213.0043,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1130;pos:-21.37971,98.28361,-15728.96;rot:0,224.8739,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1131;pos:-71.50614,97.87347,-15770.59;rot:0,235.5327,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1132;pos:-128.2338,97.98297,-15787.86;rot:0,270.0584,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1133;pos:-192.5795,98.00189,-15785.78;rot:0,273.8868,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1134;pos:-256.9407,98.0388,-15770.8;rot:0,291.5482,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1135;pos:-312.3977,98.27235,-15738.04;rot:0,310.6033,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1136;pos:-355.4337,98.02771,-15687.75;rot:0,327.3862,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1137;pos:-379.2874,98.1392,-15630.41;rot:0,345.5296,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1138;pos:-388.2838,98.30692,-15563.86;rot:0,358.2729,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1139;pos:-379.6465,98.18356,-15500.93;rot:0,16.4509,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1140;pos:-350.51,98.33256,-15443.16;rot:0,36.84067,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1141;pos:-304.5525,98.2586,-15394;rot:0,49.38057,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1142;pos:-235.5621,98.33368,-15359.63;rot:0,79.27015,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1143;pos:-169.8405,98.21222,-15351.75;rot:0,86.69956,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1144;pos:-104.3883,97.86502,-15359.06;rot:0,105.7688,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1145;pos:-44.49165,98.12929,-15386.6;rot:0,124.2676,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1146;pos:1.720626,98.23254,-15432.48;rot:0,144.0164,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1147;pos:34.48858,98.18233,-15490.42;rot:0,156.5653,0;m:cuboid;scl:2,1,7;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1148;pos:337.7381,62.77446,-15900.91;rot:0,90.10507,0;m:cuboid;scl:2,1,4;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1149;pos:337.6007,62.72384,-15550.47;rot:0,358.8697,0;m:cuboid;scl:2,1,70;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1150;pos:459.108,63.37189,-15390.14;rot:0,181.1937,0;m:cuboid;scl:2,1,70;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1151;pos:544.9554,63.32475,-15425.2;rot:0,0.1556963,0;m:cuboid;scl:2,1,70;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1152;pos:511.0304,63.24558,-15062.47;rot:0,288.3923,0;m:cuboid;scl:2,1,10;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1153;pos:451.3828,63.37993,-15783.8;rot:0,179.9828,0;m:cuboid;scl:2,1,10;t:grass3;til:3,3;clr:255,66,0,255;;
i:cuboid_1154;pos:452.9659,63.89619,-15880.78;rot:0,177.8518,0;m:cuboid;scl:2,1,10;t:grass3;til:3,3;clr:255,66,0,255;;
i:sphere_1155;pos:79.56166,46.63731,-16171.78;rot:0,27.59942,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1156;pos:-135.4509,56.34861,-15925.31;rot:0,324.3431,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1157;pos:-475.3158,53.60304,-15709.01;rot:0,330.0891,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1158;pos:177.4506,68.05178,-15743.85;rot:0,353.0784,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1159;pos:-67.53156,115.1228,-15500.92;rot:0,335.3191,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1160;pos:327.9105,53.79052,-15111.93;rot:0,11.81401,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1161;pos:-245.9304,43.17326,-15043.89;rot:0,322.8038,0;m:sphere;scl:5,5,5;t:rock3;;
i:sphere_1162;pos:92.112,41.57832,-15989.09;rot:0,345.0342,0;m:sphere;scl:4,4,4;t:rock3;;
i:sphere_1163;pos:-509.2687,53.7332,-15845.79;rot:0,342.2741,0;m:sphere;scl:4,4,4;t:rock3;;
i:sphere_1164;pos:-400.0386,103.2095,-15560.2;rot:0,21.01913,0;m:sphere;scl:4,4,4;t:rock3;;
i:sphere_1165;pos:177.484,63.04186,-15336.2;rot:0,351.7498,0;m:sphere;scl:2,2,2;t:rock3;;
i:sphere_1166;pos:488.4873,63.37327,-15546.22;rot:0,22.24306,0;m:sphere;scl:2,2,2;t:rock3;;
i:sphere_1167;pos:444.7811,68.03548,-15074.82;rot:0,3.491528,0;m:sphere;scl:2,2,2;t:rock3;;
i:sphere_1168;pos:-85.72356,49.61375,-16215.69;rot:0,336.1996,0;m:sphere;t:rock3;;
i:sphere_1169;pos:26.98644,78.89947,-16257.82;rot:0,21.69754,0;m:sphere;t:rock3;;
i:sphere_1170;pos:-318.0267,75.96067,-15883.38;rot:0,322.1873,0;m:sphere;t:rock3;;
i:cuboid_1171;pos:79.73299,93.76677,-15794.55;rot:335.8,7.419355,-1.75506E-06;m:cuboid;t:rock3;;
i:sphere_1172;pos:279.3477,92.27417,-15549.58;rot:0,18.41917,0;m:sphere;t:rock3;;
i:cuboid_1173;pos:289.0137,146.3179,-15429.21;rot:22.43476,325.8398,334.3059;m:cuboid;t:rock3;;
i:sphere_1174;pos:61.76951,75.02697,-15179.53;rot:0,334.8911,0;m:sphere;t:rock3;;
i:sphere_1175;pos:355.7815,65.20141,-15379.21;rot:0,350.6273,0;m:sphere;t:rock3;;
i:sphere_1176;pos:-32.36875,48.83742,-15100.11;rot:0,266.8687,0;m:sphere;t:rock3;;
i:cuboid_1177;pos:-197.8329,44.91585,-16080.16;rot:4.401884,268.9855,348.1823;m:cuboid;scl:3,3,3;t:rock3;;
i:cuboid_1178;pos:274.4125,53.97248,-15563.26;rot:11.2,2.575036,-2.447857E-07;m:cuboid;scl:4,4,4;t:stone2;;
i:cuboid_1179;pos:93.82758,54.73497,-15789.83;rot:348.1051,258.7672,16.0743;m:cuboid;scl:4,4,6;t:stone2;;
i:cuboid_1180;pos:-100.4668,26.35807,-15107.08;rot:309,272.298,1.627992E-05;m:cuboid;scl:4,4,6;t:stone2;;
i:cuboid_1181;pos:-468.1641,70.32554,-15586.01;rot:350.046,335.9684,3.662365;m:cuboid;scl:4,4,6;t:stone2;;
i:village1_1182;pos:-33.96247,49.85884,-14829.92;rot:0,94.54347,0;m:village1;scl:0.7,0.7,0.7;;
i:house5_1183;pos:-68.68031,62.18259,-14719.2;rot:0,5.025821,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_1185;pos:-64.97346,62.14153,-14553.8;rot:0,186.4432,0;m:house5;scl:0.7,0.7,0.7;;
i:house12_1186;pos:-55.47789,38.87447,-14516.45;rot:0,278.1155,0;m:house12;scl:0.7,0.7,0.7;;
i:house5_1189;pos:89.31622,61.99426,-14846.5;rot:0,180.298,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_1192;pos:86.41718,61.13235,-14613.44;rot:0,0.5577134,0;m:house5;scl:0.7,0.7,0.7;;
i:house3_1193;pos:85.40907,49.89381,-14562.86;rot:0,93.47266,0;m:house3;scl:0.7,0.7,0.7;;
i:house12_1194;pos:82.27061,49.73324,-14523.73;rot:0,94.18098,0;m:house12;scl:0.7,0.7,0.7;;
i:village1_1195;pos:48.96589,50.30184,-14425.63;rot:0,272.1969,0;m:village1;scl:0.7,0.7,0.7;;
i:house12_1198;pos:180.9724,49.91436,-14900.68;rot:0,94.93593,0;m:house12;scl:0.7,0.7,0.7;;
i:tree2_1199;pos:-426.4488,96.2972,-14477;rot:0,140.8829,0;m:tree2;scl:0.7,0.7,0.7;;
i:tree2_1200;pos:-471.7798,89.19413,-14640.82;rot:0,18.41596,0;m:tree2;scl:0.7,0.7,0.7;;
i:tree2_1201;pos:287.714,90.59969,-14604.61;rot:0,5.505978,0;m:tree2;scl:0.7,0.7,0.7;;
i:tree5_1202;pos:-97.9543,72.90142,-14315.16;rot:0,0.2502563,0;m:tree5;scl:0.7,0.7,0.7;;
i:boulder1_1203;pos:3.469989,50.168,-14726.14;rot:0,179.3967,0;m:boulder1;scl:5,0.06,15;t:earth2;til:4,4;;
i:boulder1_1204;pos:27.74274,50.10677,-14464.86;rot:0,7.983029,0;m:boulder1;scl:5,0.06,15;t:earth2;til:4,4;;
i:cuboid_1205;pos:839.5351,95,-14121.73;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1206;pos:839.5351,95,-14251.42;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1207;pos:839.5351,95,-14381.12;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1208;pos:839.5351,95,-14510.81;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1209;pos:839.5351,95,-14640.51;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1210;pos:839.5351,95,-14770.2;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1211;pos:839.5351,95,-13992.03;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1212;pos:808.398,95,-13862.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1213;pos:757.3555,95,-13739.11;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1214;pos:687.6644,95,-13625.38;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1215;pos:601.0408,95,-13523.96;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1216;pos:499.6175,95,-13437.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1217;pos:385.8919,95,-13367.64;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1218;pos:262.6645,95,-13316.6;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1219;pos:132.9693,95,-13285.46;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1220;pos:5.206881E-14,95,-13275;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1221;pos:839.5351,95,-14171.73;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1222;pos:839.5351,95,-14301.42;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1223;pos:839.5351,95,-14431.12;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1224;pos:839.5351,95,-14560.81;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
