i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:-99999,-99999,-99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_966;pos:240,90,250;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_967;pos:280,90,150;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_968;pos:240,90,50;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_969;pos:280,90,-50;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_970;pos:240,90,-150;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_971;pos:280,90,-250;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_972;pos:240,90,-350;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_973;pos:360,59.25,-349.9;rot:0,180,0;m:cuboid;scl:8.1,3.6,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_974;pos:360,120.675,-349.9;rot:0,180,0;m:cuboid;scl:8.1,3.85,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_975;pos:386.9,89.3,-349.9;rot:0,180,0;m:cuboid;scl:2.85,2.625,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_976;pos:333.75,89.3,-349.9;rot:0,180,0;m:cuboid;scl:2.85,2.625,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_977;pos:360,59.25,300.25;rot:0,180,0;m:cuboid;scl:8.1,3.6,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_978;pos:360,120.675,300.25;rot:0,180,0;m:cuboid;scl:8.1,3.85,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_979;pos:386.9,89.3,300.25;rot:0,180,0;m:cuboid;scl:2.85,2.625,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_980;pos:333.75,89.3,300.25;rot:0,180,0;m:cuboid;scl:2.85,2.625,0.8;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_981;pos:450,60,300;rot:270.0198,180,0;m:tube;scl:4.9,2.9,4.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_982;pos:450,60,280;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_983;pos:450,60,260;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_984;pos:450,60,240;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_985;pos:450,60,220;rot:270.0198,180,0;m:tube;scl:1.4,2.9,1.4;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_986;pos:450,60,200;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_987;pos:450,60,180;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_988;pos:450,60,160;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_989;pos:450,60,140;rot:270.0198,180,0;m:tube;scl:4.9,2.9,4.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_990;pos:450,60,120;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_991;pos:450,60,100;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_992;pos:450,60,80;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_993;pos:450,60,60;rot:270.0198,180,0;m:tube;scl:1.4,2.9,1.4;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_994;pos:450,60,40;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_995;pos:450,60,20;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_996;pos:450,60,0;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_997;pos:450,60,-20;rot:270.0198,180,0;m:tube;scl:4.9,2.9,4.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_998;pos:450,60,-40;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_999;pos:450,60,-60;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1000;pos:450,60,-80;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1001;pos:450,60,-100;rot:270.0198,180,0;m:tube;scl:1.4,2.9,1.4;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1002;pos:450,60,-120;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1003;pos:450,60,-140;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1004;pos:450,60,-160;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1005;pos:450,60,-180;rot:270.0198,180,0;m:tube;scl:4.9,2.9,4.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1006;pos:450,60,-200;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1007;pos:450,60,-220;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1008;pos:450,60,-240;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1009;pos:450,60,-260;rot:270.0198,180,0;m:tube;scl:1.4,2.9,1.4;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1010;pos:450,60,-280;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1011;pos:450,60,-300;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1012;pos:450,60,-320;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1013;pos:450,60,-340;rot:270.0198,180,0;m:tube;scl:4.9,2.9,4.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1014;pos:450,60,-360;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1015;pos:450,60,-380;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1016;pos:450,60,-400;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1017;pos:450,60,-420;rot:270.0198,180,0;m:tube;scl:1.4,2.9,1.4;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1018;pos:450,60,-430;rot:270.0198,180,0;m:tube;scl:1.9,2.9,1.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1019;pos:450,60,-440;rot:270.0198,180,0;m:tube;scl:2.9,2.9,2.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1020;pos:450,60,-450;rot:270.0198,180,0;m:tube;scl:3.9,2.9,3.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1021;pos:450,60,-470;rot:270.0198,180,0;m:tube;scl:4.9,2.9,4.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1022;pos:424.585,90,306.4;rot:0,180,0;m:cuboid;scl:0.9,9.9,0.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1023;pos:476.5,90,306.4;rot:0,180,0;m:cuboid;scl:0.9,9.9,0.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1024;pos:450.5,110,306.4;rot:0,180,0;m:cuboid;scl:4.1,5.9,0.9;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1025;pos:360,90,-302.5;rot:270.0198,180,0;m:tube;scl:3.1,13.1,3.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1026;pos:360,90,-202.5;rot:270.0198,180,0;m:tube;scl:3.1,13.1,3.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tube_1027;pos:360,90,65;rot:270.0198,180,0;m:tube;scl:5.1,62.1,5.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1028;pos:-440,90,-360;rot:0,180,0;m:cuboid;scl:8,10,1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_1029;pos:-290,88.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.5,0.5;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_1030;pos:-290,85.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1031;pos:-90,88.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.5,0.5;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_1032;pos:-90,85.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1033;pos:-290,91.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1034;pos:-90,91.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1035;pos:110,88.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.5,0.5;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_1036;pos:110,85.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1037;pos:310,88.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.5,0.5;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_1038;pos:310,85.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1039;pos:110,91.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1040;pos:310,91.5,-415;rot:0,180,0;m:cuboid;scl:0.5,0.1,0.5;;
i:cuboid_1041;pos:450,60,-425;rot:0,180,0;m:cuboid;scl:3,6,0.5;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
