i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-7.494504,49.88862,4.807927;rot:0,180,0;m:cuboid;scl:135,10,135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2;pos:-7.628267,139.7679,4.740594;rot:0,180,0;m:cuboid;scl:135,10,135;t:stone8;;
i:spawnhuman_3;pos:-10.00364,484.882,-9.938233;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:-10.00503,484.0516,-9.949316;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:house5_773;pos:907.5145,316.0179,529.2591;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_774;pos:907.4371,316.0179,491.8593;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_775;pos:907.3957,316.0179,454.185;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_776;pos:907.3129,316.0179,417.0711;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_777;pos:907.2744,316.0179,379.7837;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_778;pos:907.1548,316.0179,342.2402;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_779;pos:907.1995,316.0179,259.8141;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_780;pos:907.119,316.0179,222.4137;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_781;pos:907.0795,316.0179,184.9271;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_782;pos:907.002,316.0179,147.676;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_783;pos:907.0024,316.0179,110.2039;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_784;pos:906.9626,316.0179,72.99146;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_785;pos:906.842,316.0179,36.02805;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_786;pos:908.7641,316.0179,-45.13064;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_787;pos:908.6838,316.0179,-82.17712;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_788;pos:908.6046,316.0179,-118.8331;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_789;pos:908.5234,316.0179,-155.8909;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_790;pos:908.4448,316.0179,-192.9645;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_791;pos:908.3669,316.0179,-230.1116;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_792;pos:908.2484,316.0179,-267.2968;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_793;pos:909.3279,316.0179,-345.9191;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_794;pos:909.2895,316.0179,-382.6804;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_795;pos:909.2493,316.0179,-419.778;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_796;pos:909.2099,316.0179,-456.5045;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_797;pos:909.1675,316.0179,-493.9146;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_798;pos:909.0523,316.0179,-530.6533;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_799;pos:908.8121,316.0179,-568.0477;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_800;pos:905.9308,316.0179,-670.3543;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_801;pos:905.8932,316.0179,-707.6121;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_802;pos:905.8553,316.0179,-744.7451;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_803;pos:905.7726,316.0179,-782.1248;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_804;pos:905.6542,316.0179,-819.5828;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_805;pos:905.5763,316.0179,-856.6534;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_806;pos:905.575,316.0179,-893.7963;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_807;pos:906.8967,316.0179,-994.8554;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_808;pos:906.7375,316.0179,-1031.818;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_809;pos:906.7384,316.0179,-1069.018;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_810;pos:906.6993,316.0179,-1106.358;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_811;pos:906.6984,316.0179,-1143.511;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_812;pos:906.6202,316.0179,-1180.625;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_813;pos:906.4995,316.0179,-1217.443;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_814;pos:1231.886,316.0179,1198.264;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_815;pos:1231.771,316.0179,1161.867;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_816;pos:1231.734,316.0179,1125.148;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_817;pos:1231.732,316.0179,1088.025;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_818;pos:1231.694,316.0179,1050.59;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_819;pos:1231.535,316.0179,1013.595;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_820;pos:1231.492,316.0179,976.2946;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_821;pos:1231.694,316.0179,876.8369;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_822;pos:1231.613,316.0179,840.0871;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_823;pos:1231.49,316.0179,803.2918;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_824;pos:1231.448,316.0179,765.9042;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_825;pos:1231.411,316.0179,728.8389;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_826;pos:1231.252,316.0179,692.4061;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_827;pos:1231.21,316.0179,654.5004;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_828;pos:1230.812,316.0179,568.0605;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_829;pos:1230.689,316.0179,531.6125;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_830;pos:1230.649,316.0179,494.8054;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_831;pos:1230.534,316.0179,458.0664;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_832;pos:1230.489,316.0179,421.5792;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_833;pos:1230.456,316.0179,384.8285;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_834;pos:1230.413,316.0179,347.9409;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_835;pos:1231.213,316.0179,257.3126;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_836;pos:1231.174,316.0179,220.4763;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_837;pos:1231.091,316.0179,183.6853;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_838;pos:1231.056,316.0179,146.7816;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_839;pos:1231.012,316.0179,110.145;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_840;pos:1230.973,316.0179,73.42591;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_841;pos:1231.015,316.0179,37.29166;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_842;pos:1230.968,316.0179,-33.25303;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_843;pos:1230.89,316.0179,-70.03904;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_844;pos:1230.814,316.0028,-106.7993;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_845;pos:1230.77,316.0028,-143.4178;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_846;pos:1230.734,316.0028,-180.2252;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_847;pos:1230.691,316.0028,-216.4502;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_848;pos:1230.651,316.0028,-253.0772;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_849;pos:1230.89,316.0028,-340.5257;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_850;pos:1230.851,316.0028,-378.1066;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_851;pos:1230.736,316.0028,-415.0518;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_852;pos:1230.611,316.0028,-451.6059;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_853;pos:1230.571,316.0028,-488.1912;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_854;pos:1230.493,316.0028,-525.5325;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_855;pos:1230.495,316.0028,-562.2126;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_856;pos:1230.411,316.0028,-640.575;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_857;pos:1230.413,316.0028,-677.1693;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_858;pos:1230.29,316.0028,-714.3412;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_859;pos:1230.291,316.0028,-751.5511;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_860;pos:1230.251,316.0028,-789.5206;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_861;pos:1230.172,316.0028,-825.7366;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_862;pos:1230.169,316.0028,-862.8756;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_863;pos:1230.09,316.0028,-900.6674;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_864;pos:1229.411,316.0028,-978.6589;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_865;pos:1229.333,316.0028,-1013.88;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_866;pos:1229.33,316.0028,-1052.707;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_867;pos:1229.248,316.0028,-1089.596;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_868;pos:1229.051,316.0028,-1126.74;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_869;pos:1229.013,316.0028,-1164.494;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_870;pos:1228.974,316.0028,-1200.521;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_871;pos:1228.974,316.0028,-1236.337;rot:0,-0.002175634,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_872;pos:1202.889,315.999,949.9419;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_873;pos:1165.535,315.999,950.0084;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_874;pos:1128.035,315.999,949.8076;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_875;pos:1052.293,315.999,949.807;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_876;pos:1014.836,315.999,949.882;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_877;pos:978.4711,315.999,949.8801;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_878;pos:882.712,315.999,949.8836;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_879;pos:845.2358,315.999,949.8828;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_880;pos:807.8137,315.999,949.8822;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_881;pos:726.6628,315.999,949.8711;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_882;pos:689.3651,315.999,949.9114;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_883;pos:651.9485,315.999,949.9496;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_884;pos:558.5284,315.999,950.0303;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_885;pos:521.1244,315.999,950.0331;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_886;pos:483.6859,315.999,950.1512;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_887;pos:418.3202,315.999,950.2306;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_888;pos:380.711,315.999,950.1882;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_889;pos:343.4878,315.999,950.1916;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_890;pos:256.8643,315.999,950.2289;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_891;pos:219.2523,315.999,950.2698;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_892;pos:181.6198,315.999,950.3886;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_893;pos:115.5057,315.999,950.9084;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_894;pos:77.90774,315.999,950.9104;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_895;pos:40.39126,315.999,950.9492;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_896;pos:-44.32104,315.999,950.9492;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_897;pos:-81.78954,315.999,950.9484;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_898;pos:-119.34,315.999,950.9478;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_899;pos:-191.2906,315.999,951.9485;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_900;pos:-227.8781,315.999,951.9854;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_901;pos:-266.1592,315.999,952.0284;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_902;pos:-350.2403,315.999,952.1065;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_903;pos:-387.828,315.999,952.2275;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_904;pos:-425.2737,315.999,952.2271;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_905;pos:-490.1437,315.999,952.3483;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_906;pos:-527.6039,315.999,952.3867;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_907;pos:-564.9871,315.999,952.3871;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_908;pos:-654.8379,315.999,953.6263;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_909;pos:-692.1595,315.999,953.7084;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_910;pos:-729.669,315.999,953.7404;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_911;pos:-811.1717,315.999,953.741;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_912;pos:-848.5053,315.999,953.741;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_913;pos:-886.1315,315.999,953.78;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_914;pos:-982.2033,315.999,953.8604;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_915;pos:-1019.606,315.999,953.8599;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_916;pos:-1056.952,315.999,954.0197;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_917;pos:-1094.333,315.999,954.0203;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_918;pos:-1131.957,315.999,954.103;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_919;pos:-1169.727,315.999,954.1814;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_920;pos:-1207.48,315.999,954.3024;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_921;pos:1205.567,315.999,630.7009;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_922;pos:1168.147,315.999,630.742;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_923;pos:1130.712,315.999,630.7827;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_924;pos:1049.495,315.999,630.8607;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_925;pos:1012.262,315.999,630.9039;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_926;pos:974.5824,315.999,630.9813;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_927;pos:878.7491,315.999,631.0626;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_928;pos:841.384,315.999,631.1018;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_929;pos:803.9147,315.999,631.1409;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_930;pos:728.7142,315.999,631.1813;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_931;pos:690.8703,315.999,631.1835;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_932;pos:653.4569,315.999,631.2219;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_933;pos:558.3043,315.999,631.2613;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_934;pos:520.9979,315.999,631.263;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_935;pos:483.4854,315.999,631.2623;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_936;pos:419.2097,315.999,631.301;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_937;pos:381.6506,315.999,631.3015;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_938;pos:343.9183,315.999,631.3008;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_939;pos:255.5875,315.999,631.3011;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_940;pos:218.1845,315.999,631.3024;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_941;pos:180.9143,315.999,631.3001;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_942;pos:115.2709,315.999,631.3371;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_943;pos:77.81602,315.999,631.3365;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_944;pos:40.19834,315.999,631.3781;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_945;pos:-45.78001,315.999,631.4576;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_946;pos:-83.43283,315.999,631.5383;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_947;pos:-121.0174,315.999,631.5378;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_948;pos:-189.1389,315.999,631.577;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_949;pos:-226.6586,315.999,631.5771;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_950;pos:-264.3147,315.999,631.5779;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_951;pos:-349.5829,315.999,631.5771;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_952;pos:-387.1339,315.999,631.6124;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_953;pos:-424.7347,315.999,631.6925;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_954;pos:-491.21,315.999,631.7732;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_955;pos:-528.6203,315.999,631.813;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_956;pos:-566.0629,315.999,631.8125;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_957;pos:-657.5323,315.999,631.8531;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_958;pos:-695.0829,315.999,631.8521;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_959;pos:-732.4584,315.999,631.8521;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_960;pos:-806.8898,315.999,631.8511;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_961;pos:-844.4548,315.999,631.8906;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_962;pos:-882.359,315.999,631.9293;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_963;pos:-981.7737,315.999,631.9686;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_964;pos:-1019.833,315.999,632.0114;rot:0,89.9982,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
