i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cone_1;pos:-57.37149,-806.7556,-149.0134;rot:1.239974,206.4332,180;m:cone;scl:1,0.4,1;t:metal1;til:5,5;;
i:cuboid_2;pos:-2000,800,-6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_3;pos:-6000,1400,-8000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_4;pos:-8000,3000,400;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_5;pos:6000,2000,6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_6;pos:8000,-800,0;rot:0,180,337.3801;m:cuboid;scl:160,0,160;mat:transparent;clr:255,255,255,200;;
i:cuboid_7;pos:-1530.734,-800,-3695.518;rot:0,22.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_8;pos:-1530.734,-800,3695.518;rot:0,157.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_9;pos:-2828.427,-800,-2828.427;rot:0,45,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_10;pos:-2828.427,-800,2828.427;rot:0,135,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_11;pos:-3695.518,-800,-1530.734;rot:0,67.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_12;pos:-3695.518,-800,1530.734;rot:0,112.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_13;pos:-4000,-800,0;rot:0,90,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_14;pos:0,-800,-4000;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_15;pos:0,-800,4000;rot:0,180,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_16;pos:1530.734,-800,-3695.518;rot:0,337.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_17;pos:1530.734,-800,3695.518;rot:0,202.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_18;pos:2828.427,-800,-2828.427;rot:0,315,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_19;pos:2828.427,-800,2828.427;rot:0,225,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_20;pos:3695.518,-800,-1530.734;rot:0,292.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_21;pos:3695.518,-800,1530.734;rot:0,247.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_22;pos:4000,-800,0;rot:0,270,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_459;pos:138.704,-772.41,-141.4214;rot:7.929193,315.5558,278.0063;m:cuboid;scl:7.091273,8.24668,1;t:metal4;til:0.7091272,0.824668;clr:255,102,102,255;;
i:cuboid_460;pos:138.704,-827.59,-141.4214;rot:352.0708,315.5558,81.99368;m:cuboid;scl:7.091273,8.24668,1;t:metal4;til:0.7091272,0.824668;clr:255,102,102,255;;
i:cuboid_461;pos:27.58994,-661.296,141.4214;rot:43.90941,191.0393,195.7116;m:cuboid;scl:7.091273,8.24668,1;t:metal4;til:0.7091272,0.824668;clr:255,102,102,255;;
i:cuboid_462;pos:27.58994,-938.704,-141.4214;rot:316.0906,348.9607,15.71156;m:cuboid;scl:7.091273,8.24668,1;t:metal4;til:0.7091272,0.824668;clr:255,102,102,255;;
i:cuboid_463;pos:78.5695,-917.5876,-141.4214;rot:323.9892,330.9448,43.3786;m:cuboid;scl:7.091273,8.24668,1;t:metal4;til:0.7091272,0.824668;clr:255,102,102,255;;
i:cuboid_464;pos:-112.5991,-777.6027,-277.1638;rot:4.281563,22.10968,79.58694;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_465;pos:-112.5991,-822.3973,-277.1638;rot:355.7184,22.10968,280.4131;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_466;pos:-112.5991,-822.3973,277.1638;rot:355.7184,157.8903,259.5869;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_467;pos:-22.39735,-687.4009,-277.1638;rot:22.04473,4.619959,12.15039;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_468;pos:-22.39735,-912.5991,-277.1638;rot:337.9553,4.619959,347.8496;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_469;pos:-63.78226,-704.5431,-277.1638;rot:18.55349,12.95959,35.87565;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_470;pos:-63.78226,-895.4569,-277.1638;rot:341.4465,12.95959,324.1244;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_471;pos:-63.78226,-895.4569,277.1638;rot:341.4465,167.0404,215.8756;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_472;pos:-95.45689,-736.2178,-277.1638;rot:12.27517,19.00401,58.3123;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_473;pos:-95.45689,-863.7822,-277.1638;rot:347.7248,19.00401,301.6877;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_474;pos:-95.45689,-863.7822,277.1638;rot:347.7248,160.996,238.3123;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_475;pos:112.5991,-822.3973,-277.1638;rot:355.7184,337.8903,79.58694;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_476;pos:63.78226,-704.5431,-277.1638;rot:18.55349,347.0404,324.1244;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_477;pos:63.78226,-895.4569,-277.1638;rot:341.4465,347.0404,35.87565;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_478;pos:95.45689,-736.2178,-277.1638;rot:12.27517,340.996,301.6877;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_479;pos:95.45689,-863.7822,-277.1638;rot:347.7248,340.996,58.3123;m:cuboid;scl:7.109426,12.17367,1;t:metal4;til:0.7109426,1.217367;clr:255,178,178,255;;
i:cuboid_480;pos:-39.01806,-996.157,0;rot:281.25,90,270;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_481;pos:111.114,-633.7061,0;rot:56.25004,270,270;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_482;pos:111.114,-966.2939,0;rot:303.75,270,90;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_483;pos:166.2939,-688.8859,0;rot:33.75002,270,270;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_484;pos:166.2939,-911.1141,0;rot:326.25,270,90;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_485;pos:196.1571,-760.9819,0;rot:11.24998,270,270;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_486;pos:196.1571,-839.0181,0;rot:348.75,270,90;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_487;pos:39.01806,-603.843,0;rot:78.74999,270,270;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_488;pos:39.01806,-996.157,0;rot:281.25,270,90;m:cuboid;scl:8.24668,8.24668,1;t:metal4;til:0.824668,0.824668;clr:255,102,102,255;;
i:cuboid_489;pos:-102.656,-646.3644,-76.53669;rot:50.19053,53.29317,60.19914;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_490;pos:-153.6355,-902.656,-76.53669;rot:329.1175,63.51883,284.3433;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_491;pos:-153.6355,-902.656,76.53669;rot:329.1175,116.4812,255.6567;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_492;pos:-181.2255,-836.048,-76.53669;rot:349.6162,67.10428,274.353;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_493;pos:-36.04799,-618.7745,-76.53669;rot:64.97556,25.21983,27.46453;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_494;pos:-36.04799,-981.2255,-76.53669;rot:295.0244,25.21983,332.5355;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_495;pos:102.656,-953.6356,-76.53669;rot:309.8095,306.7068,60.19914;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_496;pos:102.656,-953.6356,76.53669;rot:309.8095,233.2932,119.8008;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_497;pos:153.6355,-697.344,-76.53669;rot:30.88255,296.4812,284.3433;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_498;pos:153.6355,-902.656,-76.53669;rot:329.1175,296.4812,75.65671;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_499;pos:153.6355,-902.656,76.53669;rot:329.1175,243.5188,104.3433;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_500;pos:181.2255,-763.952,-76.53669;rot:10.38376,292.8957,274.353;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_501;pos:181.2255,-763.952,76.53669;rot:10.38376,247.1043,265.647;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_502;pos:181.2255,-836.048,-76.53669;rot:349.6162,292.8957,85.64703;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_503;pos:181.2255,-836.048,76.53669;rot:349.6162,247.1043,94.35297;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_504;pos:36.04799,-618.7745,-76.53669;rot:64.97556,334.7802,332.5355;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_505;pos:36.04799,-618.7745,76.53669;rot:64.97559,205.2198,207.4645;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_506;pos:36.04799,-981.2255,-76.53669;rot:295.0244,334.7802,27.46453;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_507;pos:36.04799,-981.2255,76.53669;rot:295.0244,205.2198,152.5355;m:cuboid;scl:8.268485,8.24668,1;t:metal4;til:0.8268485,0.824668;clr:255,102,102,255;;
i:cuboid_508;pos:-127.2759,-714.957,-369.5518;rot:12.27517,19.00401,58.3123;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_509;pos:-127.2759,-714.957,369.5518;rot:12.27517,160.996,121.6877;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_510;pos:-127.2759,-885.043,-369.5518;rot:347.7248,19.00401,301.6877;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_511;pos:-127.2759,-885.043,369.5518;rot:347.7248,160.996,238.3123;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_512;pos:-150.1321,-770.1368,-369.5518;rot:4.281563,22.10968,79.58694;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_513;pos:-150.1321,-770.1368,369.5518;rot:4.281563,157.8903,100.4131;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_514;pos:-150.1321,-829.8632,-369.5518;rot:355.7184,22.10968,280.4131;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_515;pos:-150.1321,-829.8632,369.5518;rot:355.7184,157.8903,259.5869;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_516;pos:-29.86313,-649.8679,-369.5518;rot:22.04473,4.619959,12.15039;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_517;pos:-29.86313,-649.8679,369.5518;rot:22.04473,175.38,167.8496;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_518;pos:-29.86313,-950.1321,-369.5518;rot:337.9553,4.619959,347.8496;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_519;pos:-29.86313,-950.1321,369.5518;rot:337.9553,175.38,192.1504;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_520;pos:-85.04301,-672.7241,-369.5518;rot:18.55349,12.95959,35.87565;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_521;pos:-85.04301,-672.7241,369.5518;rot:18.55349,167.0404,144.1244;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_522;pos:-85.04301,-927.2759,-369.5518;rot:341.4465,12.95959,324.1244;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_523;pos:-85.04301,-927.2759,369.5518;rot:341.4465,167.0404,215.8756;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_524;pos:127.2759,-714.957,-369.5518;rot:12.27517,340.996,301.6877;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_525;pos:127.2759,-714.957,369.5518;rot:12.27517,199.004,238.3123;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_526;pos:127.2759,-885.043,-369.5518;rot:347.7248,340.996,58.3123;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_527;pos:127.2759,-885.043,369.5518;rot:347.7248,199.004,121.6877;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_528;pos:150.1321,-770.1368,-369.5518;rot:4.281563,337.8903,280.4131;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_529;pos:150.1321,-770.1368,369.5518;rot:4.281563,202.1097,259.5869;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_530;pos:150.1321,-829.8632,-369.5518;rot:355.7184,337.8903,79.58694;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_531;pos:150.1321,-829.8632,369.5518;rot:355.7184,202.1097,100.4131;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_532;pos:29.86313,-649.8679,-369.5518;rot:22.04473,355.38,347.8496;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_533;pos:29.86313,-649.8679,369.5518;rot:22.04473,184.62,192.1504;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_534;pos:29.86313,-950.1321,-369.5518;rot:337.9553,355.38,12.15039;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_535;pos:29.86313,-950.1321,369.5518;rot:337.9553,184.62,167.8496;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_536;pos:85.04301,-672.7241,-369.5518;rot:18.55349,347.0404,324.1244;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_537;pos:85.04301,-672.7241,369.5518;rot:18.55349,192.9596,215.8756;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_538;pos:85.04301,-927.2759,-369.5518;rot:341.4465,347.0404,35.87565;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_539;pos:85.04301,-927.2759,369.5518;rot:341.4465,192.9596,144.1244;m:cuboid;scl:9.32459,16.10066,1;t:metal4;til:0.932459,1.610066;clr:255,255,255,255;;
i:cuboid_540;pos:-125,-925,-176.7767;rot:330,35.26442,305.2644;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_541;pos:-163.3204,-732.3505,-176.7767;rot:15.69986,42.73426,73.67505;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_542;pos:-163.3204,-867.6495,-176.7767;rot:344.3001,42.73426,286.325;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_543;pos:-163.3204,-867.6495,176.7767;rot:344.3001,137.2657,253.675;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_544;pos:-163.3204,-963.3204,-95.67086;rot:319.2106,59.63883,290.941;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_545;pos:-163.3204,-963.3204,95.67086;rot:319.2106,120.3612,249.059;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_546;pos:-176.7767,-800,-176.7767;rot:0,45.00002,90;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_547;pos:-176.7767,-976.7767,0;rot:315,90,270;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_548;pos:-213.3884,-711.6116,-95.67086;rot:20.70484,65.8513,80.99285;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_549;pos:-213.3884,-888.3884,95.67086;rot:339.2952,114.1487,260.9929;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_550;pos:-230.9699,-895.6708,0;rot:337.4999,90,270;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_551;pos:-36.61165,-888.3884,230.9699;rot:339.2952,170.9929,204.1487;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_552;pos:-67.64951,-867.6495,-230.9699;rot:344.3001,16.32498,312.7342;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_553;pos:-88.38835,-1013.388,-95.67086;rot:301.3997,42.73418,312.7342;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_554;pos:-88.38835,-1013.388,95.67086;rot:301.3997,137.2658,227.2658;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_555;pos:-88.38835,-763.3884,-230.9699;rot:8.421113,20.94101,69.05899;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_556;pos:-88.38835,-836.6116,-230.9699;rot:351.5789,20.94101,290.941;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_557;pos:-95.67086,-1030.97,0;rot:292.5,90,270;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_558;pos:0,-1030.97,95.67086;rot:292.5,180,180;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_559;pos:0,-1050,0;rot:270,0,0;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_560;pos:0,-550,0;rot:90,0,0;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_561;pos:0,-569.0301,-95.67086;rot:67.49998,0,0;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_562;pos:0,-569.0301,95.67086;rot:67.49998,180,180;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_563;pos:0,-623.2233,176.7767;rot:44.99994,180,180;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_564;pos:0,-704.3292,-230.9699;rot:22.49997,0,0;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_565;pos:0,-895.6708,-230.9699;rot:337.5,0,0;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_566;pos:0,-895.6708,230.9699;rot:337.5,180,180;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_567;pos:0,-976.7767,176.7767;rot:315.0001,180,180;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_568;pos:125,-675,-176.7767;rot:29.99997,324.7356,305.2644;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_569;pos:125,-925,-176.7767;rot:330,324.7356,54.73558;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_570;pos:163.3204,-732.3505,-176.7767;rot:15.69986,317.2657,286.325;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_571;pos:163.3204,-867.6495,-176.7767;rot:344.3001,317.2657,73.67505;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_572;pos:163.3204,-963.3204,95.67086;rot:319.2106,239.6388,110.941;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_573;pos:176.7767,-623.2233,0;rot:44.99998,270,270;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_574;pos:176.7767,-800,-176.7767;rot:0,315,90;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_575;pos:213.3884,-711.6116,-95.67086;rot:20.70484,294.1487,279.0071;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_576;pos:213.3884,-711.6116,95.67086;rot:20.70484,245.8513,260.9929;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_577;pos:213.3884,-888.3884,-95.67086;rot:339.2952,294.1487,80.99285;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_578;pos:230.9699,-704.3292,0;rot:22.50008,270,270;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_579;pos:230.9699,-800,-95.67086;rot:0,292.5001,90;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_580;pos:230.9699,-800,95.67086;rot:0,247.4999,90;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_581;pos:230.9699,-895.6708,0;rot:337.4999,270,90;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_582;pos:250,-800,0;rot:0,270,90;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_583;pos:67.64951,-636.6796,176.7767;rot:40.78946,200.9411,210.3612;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_584;pos:88.38835,-586.6116,-95.67086;rot:58.60028,317.2658,312.7342;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_585;pos:88.38835,-586.6116,95.67086;rot:58.60028,222.7342,227.2658;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_586;pos:88.38835,-836.6116,-230.9699;rot:351.5789,339.059,69.05899;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
i:cuboid_587;pos:95.67086,-569.0301,0;rot:67.49999,270,270;m:cuboid;scl:1,11.78097,10;t:stone2;til:1,1.178097;clr:255,178,178,255;;
