i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_1;pos:410,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_2;pos:400,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_3;pos:390,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:380,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_5;pos:370,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_6;pos:360,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_7;pos:350,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_8;pos:380,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_9;pos:370,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_10;pos:360,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_11;pos:350,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_12;pos:390,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_13;pos:400,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_14;pos:410,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_15;pos:0,120,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_16;pos:0,120,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_17;pos:-3500,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_18;pos:5300,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_19;pos:0,200,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_20;pos:0,200,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_21;pos:-3500,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_22;pos:5300,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_23;pos:0,280,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_24;pos:0,280,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_25;pos:-3500,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_26;pos:5300,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_27;pos:0,360,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_28;pos:0,360,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_29;pos:-3500,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_30;pos:5300,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_31;pos:380,160,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_32;pos:380,400,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
i:cuboid_33;pos:300,160,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_34;pos:300,240,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_35;pos:300,320,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_36;pos:300,400,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_756;pos:368,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_757;pos:400,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_758;pos:398,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_759;pos:402,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_760;pos:360,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_761;pos:362,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_762;pos:358,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_763;pos:410,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_764;pos:408,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_765;pos:412,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_766;pos:350,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_767;pos:348,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_768;pos:352,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cylinder_769;pos:380,160,80;rot:0,180,90;m:cylinder;scl:0.4,4,0.4;t:metal1;til:0.5,5;clr:255,255,255,255;;
i:cylinder_770;pos:320,440,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_771;pos:320,360,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_772;pos:320,280,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_773;pos:320,200,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_774;pos:320,120,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_775;pos:320,40,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_776;pos:440,240,480;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_777;pos:430.8655,240,525.922;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_778;pos:404.8528,240,564.8528;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_779;pos:365.922,240,590.8655;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_780;pos:320,240,600;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_781;pos:-80,440,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_782;pos:-80,360,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_783;pos:-80,280,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_784;pos:-80,200,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_785;pos:-80,120,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_786;pos:-80,40,480;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_787;pos:-200,240,480;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_788;pos:-190.8655,240,525.922;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_789;pos:-164.8528,240,564.8528;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_790;pos:-125.922,240,590.8655;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_791;pos:-80,240,600;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_792;pos:-80,240,360;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_793;pos:-190.8655,240,434.078;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_794;pos:-164.8528,240,394.078;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_795;pos:-125.922,240,369.1345;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_796;pos:80,440,360;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_797;pos:80,360,360;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_798;pos:80,280,360;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_799;pos:80,200,360;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_800;pos:80,120,360;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_801;pos:80,40,360;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_802;pos:200,240,360;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_803;pos:190.8655,240,405.922;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_804;pos:164.8528,240,444.8528;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_805;pos:125.922,240,470.8655;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_806;pos:80,240,480;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_807;pos:80,240,240;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_808;pos:190.8655,240,314.078;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_809;pos:164.8528,240,274.078;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_810;pos:125.922,240,249.1345;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_811;pos:-80,440,240;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_812;pos:-80,360,240;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_813;pos:-80,280,240;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_814;pos:-80,200,240;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_815;pos:-80,120,240;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_816;pos:-80,40,240;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_817;pos:-200,240,240;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_818;pos:-190.8655,240,285.922;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_819;pos:-164.8528,240,324.8528;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_820;pos:-125.922,240,350.8655;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_821;pos:-80,240,360;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_822;pos:-80,240,120;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_823;pos:-190.8655,240,194.078;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_824;pos:-164.8528,240,154.078;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_825;pos:-125.922,240,129.1345;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_826;pos:80,440,120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_827;pos:80,360,120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_828;pos:80,280,120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_829;pos:80,200,120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_830;pos:80,120,120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_831;pos:80,40,120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_832;pos:200,240,120;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_833;pos:190.8655,240,165.922;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_834;pos:164.8528,240,204.8528;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_835;pos:125.922,240,230.8655;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_836;pos:80,240,240;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_837;pos:80,240,0;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_838;pos:190.8655,240,74.07799;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_839;pos:164.8528,240,34.07799;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_840;pos:125.922,240,9.134456;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_841;pos:-80,440,0;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_842;pos:-80,360,0;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_843;pos:-80,280,0;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_844;pos:-80,200,0;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_845;pos:-80,120,0;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_846;pos:-80,40,0;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_847;pos:-200,240,0;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_848;pos:-190.8655,240,45.92201;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_849;pos:-164.8528,240,84.85281;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_850;pos:-125.922,240,110.8655;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_851;pos:-80,240,120;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_852;pos:-80,240,-120;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_853;pos:-190.8655,240,-45.92201;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_854;pos:-164.8528,240,-84.85281;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_855;pos:-125.922,240,-110.8655;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_856;pos:80,440,-120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_857;pos:80,360,-120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_858;pos:80,280,-120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_859;pos:80,200,-120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_860;pos:80,120,-120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_861;pos:80,40,-120;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_862;pos:200,240,-120;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_863;pos:190.8655,240,-165.922;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_864;pos:164.8528,240,-204.8528;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_865;pos:125.922,240,-230.8655;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_866;pos:80,240,-240;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_867;pos:80,240,0;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_868;pos:190.8655,240,-74.07799;rot:0,157.5014,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_869;pos:164.8528,240,-34.07799;rot:0,135.0013,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_870;pos:125.922,240,-9.134456;rot:0,112.5,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_871;pos:-320,440,-540;rot:0,180,0;m:cylinder;scl:88,0.196,88;t:grass1;til:2.2,2.2;clr:51,38,63,255;;
i:cylinder_872;pos:-320,360,-540;rot:0,180,0;m:cylinder;scl:88,0.196,88;t:grass1;til:2.2,2.2;clr:51,38,63,255;;
i:cylinder_873;pos:-320,280,-540;rot:0,180,0;m:cylinder;scl:88,0.196,88;t:grass1;til:2.2,2.2;clr:51,38,63,255;;
i:cylinder_874;pos:-320,200,-540;rot:0,180,0;m:cylinder;scl:88,0.196,88;t:grass1;til:2.2,2.2;clr:51,38,63,255;;
i:cylinder_875;pos:-320,120,-540;rot:0,180,0;m:cylinder;scl:88,0.196,88;t:grass1;til:2.2,2.2;clr:51,38,63,255;;
i:cylinder_876;pos:-320,40,-540;rot:0,180,0;m:cylinder;scl:88,0.196,88;t:grass1;til:2.2,2.2;clr:51,38,63,255;;
i:cuboid_877;pos:-320,240,-120;rot:0,90,0;m:cuboid;scl:3.96,40,17.27876;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_878;pos:-480.7271,240,-151.9706;rot:0,247.5,0;m:cuboid;scl:3.96,40,17.27876;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_879;pos:-616.9849,240,-243.0152;rot:0,224.9987,0;m:cuboid;scl:3.96,40,17.27876;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_880;pos:-708.0294,240,-379.2729;rot:0,202.4986,0;m:cuboid;scl:3.96,40,17.27876;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_881;pos:-740,240,-540;rot:0,180,0;m:cuboid;scl:3.96,40,17.27876;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_882;pos:-560,440,-1340;rot:0,180,0;m:cylinder;scl:40,0.196,40;t:grass1;clr:51,38,63,255;;
i:cylinder_883;pos:-560,360,-1340;rot:0,180,0;m:cylinder;scl:40,0.196,40;t:grass1;clr:51,38,63,255;;
i:cylinder_884;pos:-560,280,-1340;rot:0,180,0;m:cylinder;scl:40,0.196,40;t:grass1;clr:51,38,63,255;;
i:cylinder_885;pos:-560,200,-1340;rot:0,180,0;m:cylinder;scl:40,0.196,40;t:grass1;clr:51,38,63,255;;
i:cylinder_886;pos:-560,120,-1340;rot:0,180,0;m:cylinder;scl:40,0.196,40;t:grass1;clr:51,38,63,255;;
i:cylinder_887;pos:-560,40,-1340;rot:0,180,0;m:cylinder;scl:40,0.196,40;t:grass1;clr:51,38,63,255;;
i:cuboid_888;pos:-560,240,-1520;rot:0,90,0;m:cuboid;scl:3.96,40,7.85398;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_889;pos:-628.883,240,-1506.298;rot:0,112.5,0;m:cuboid;scl:3.96,40,7.85398;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_890;pos:-687.2792,240,-1467.279;rot:0,135.0013,0;m:cuboid;scl:3.96,40,7.85398;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_891;pos:-726.2983,240,-1408.883;rot:0,157.5014,0;m:cuboid;scl:3.96,40,7.85398;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_892;pos:-740,240,-1340;rot:0,180,0;m:cuboid;scl:3.96,40,7.85398;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_893;pos:240,440,-1300;rot:0,180,0;m:cylinder;scl:48,0.196,48;t:grass1;til:1.2,1.2;clr:51,38,63,255;;
i:cylinder_894;pos:240,360,-1300;rot:0,180,0;m:cylinder;scl:48,0.196,48;t:grass1;til:1.2,1.2;clr:51,38,63,255;;
i:cylinder_895;pos:240,280,-1300;rot:0,180,0;m:cylinder;scl:48,0.196,48;t:grass1;til:1.2,1.2;clr:51,38,63,255;;
i:cylinder_896;pos:240,200,-1300;rot:0,180,0;m:cylinder;scl:48,0.196,48;t:grass1;til:1.2,1.2;clr:51,38,63,255;;
i:cylinder_897;pos:240,120,-1300;rot:0,180,0;m:cylinder;scl:48,0.196,48;t:grass1;til:1.2,1.2;clr:51,38,63,255;;
i:cylinder_898;pos:240,40,-1300;rot:0,180,0;m:cylinder;scl:48,0.196,48;t:grass1;til:1.2,1.2;clr:51,38,63,255;;
i:cuboid_899;pos:460,240,-1300;rot:0,180,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_900;pos:443.2535,240,-1384.19;rot:0,202.4986,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
