i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_0;pos:250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_1;pos:277.637,0,156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_2;pos:304.4342,0,149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_3;pos:329.5775,0,137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_4;pos:352.3029,0,121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_5;pos:371.9197,0,102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_6;pos:387.8322,0,79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_7;pos:399.5568,0,54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_8;pos:406.7371,0,27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_9;pos:409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_10;pos:250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_11;pos:277.637,0,-156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_12;pos:304.4342,0,-149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_13;pos:329.5775,0,-137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_14;pos:352.3029,0,-121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_15;pos:371.9197,0,-102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_16;pos:387.8322,0,-79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_17;pos:399.5568,0,-54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_18;pos:406.7371,0,-27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_19;pos:409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_20;pos:-250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_21;pos:-277.637,0,156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_22;pos:-304.4342,0,149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_23;pos:-329.5775,0,137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_24;pos:-352.3029,0,121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_25;pos:-371.9197,0,102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_26;pos:-387.8322,0,79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_27;pos:-399.5568,0,54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_28;pos:-406.7371,0,27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_29;pos:-409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_30;pos:-250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_31;pos:-277.637,0,-156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_32;pos:-304.4342,0,-149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_33;pos:-329.5775,0,-137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_34;pos:-352.3029,0,-121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_35;pos:-371.9197,0,-102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_36;pos:-387.8322,0,-79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_37;pos:-399.5568,0,-54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_38;pos:-406.7371,0,-27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_39;pos:-409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_40;pos:0,0,159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_41;pos:0,0,-159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cylinder_725;pos:0,0,-134.1517;rot:270.0198,180,0;m:cylinder;scl:4,0.1,4;t:metal1;;
i:cylinder_726;pos:0,0,-134.1517;rot:270.0198,180,0;m:cylinder;scl:3.5,0.101,3.5;t:metal2;;
i:cylinder_727;pos:0,0,-134.1517;rot:270.0198,180,0;m:cylinder;scl:3,0.102,3;t:metal1;;
i:cylinder_728;pos:0,0,-134.1517;rot:270.0198,180,0;m:cylinder;scl:2.5,0.103,2.5;t:metal2;;
i:cylinder_729;pos:0,0,-134.1517;rot:270.0198,180,0;m:cylinder;scl:2,0.104,2;t:ice1;til:0.2,0.2;;
i:cylinder_730;pos:0,5,-134.1517;rot:270.0198,180,0;m:cylinder;scl:0.1,0.14,0.1;t:metal2;til:0.2,0.2;clr:0,0,0,255;;
i:cylinder_731;pos:0,5,-134.1517;rot:270.0198,180,0;m:cylinder;scl:0.05,0.141,0.05;t:ice1;til:0.2,0.2;;
i:cylinder_732;pos:0,5,-184.1582;rot:270.0198,180,0;m:cylinder;scl:0.1,0.14,0.1;t:metal2;til:0.2,0.2;clr:0,0,0,255;;
i:cylinder_733;pos:0,5,-184.1582;rot:270.0198,180,0;m:cylinder;scl:0.05,0.141,0.05;t:ice1;til:0.2,0.2;;
i:cuboid_734;pos:0,4,-184.1582;rot:270.0198,180,0;m:cuboid;scl:0.1,0.14,0.2;t:metal2;til:0.2,0.2;clr:0,0,0,255;;
i:cuboid_736;pos:50,17,-134.1517;rot:0,180,0;m:cuboid;scl:6.01,2.02,0.199;clr:127,127,127,255;;
i:cuboid_737;pos:50,17,-134.1517;rot:0,180,0;m:cuboid;scl:6,2,0.2;;
i:cuboid_738;pos:50,17,-134.1517;rot:0,180,0;m:cuboid;scl:5.9,1.9,0.204;clr:0,0,0,255;;
i:cuboid_739;pos:75,0,-134.1517;rot:0,180,0;m:cuboid;scl:0.1,2,0.1;clr:0,0,0,255;;
i:cuboid_740;pos:25,0,-134.1517;rot:0,180,0;m:cuboid;scl:0.1,2,0.1;clr:0,0,0,255;;
i:cuboid_741;pos:60,0,-134.1517;rot:0,180,0;m:cuboid;scl:0.1,2,0.1;clr:0,0,0,255;;
i:cuboid_742;pos:40,0,-134.1517;rot:0,180,0;m:cuboid;scl:0.1,2,0.1;clr:0,0,0,255;;
i:cuboid_743;pos:65,17,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_744;pos:65,20,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_745;pos:65,23,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_746;pos:65,14,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_747;pos:65,11,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_748;pos:35,17,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_749;pos:35,20,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_750;pos:35,23,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_751;pos:35,14,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_752;pos:35,11,-134.1517;rot:0,180,0;m:cuboid;scl:2,0.2,0.206;;
i:cuboid_753;pos:65,17,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_754;pos:65,20,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_755;pos:65,23,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_756;pos:65,14,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_757;pos:65,11,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_758;pos:35,17,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_759;pos:35,20,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_760;pos:35,23,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_761;pos:35,14,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_762;pos:35,11,-134.1517;rot:0,180,0;m:cuboid;scl:1.95,0.15,0.208;t:metal4;til:1,0.15;;
i:cuboid_763;pos:250,4,143.2395;rot:0,180,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_764;pos:274.8733,4,141.0633;rot:0,190.0013,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_765;pos:298.9908,4,134.6011;rot:0,199.997,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_766;pos:321.6198,4,124.049;rot:0,209.9947,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_767;pos:342.0726,4,109.7278;rot:0,220.003,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_768;pos:359.7278,4,92.07256;rot:0,229.9993,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_769;pos:374.049,4,71.61975;rot:0,240.0043,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_770;pos:384.6011,4,48.99078;rot:0,249.9994,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_771;pos:391.0634,4,24.87325;rot:0,260,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_772;pos:393.2394,4,0;rot:0,270,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_773;pos:250,4,-143.2395;rot:0,180,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_774;pos:274.8733,4,-141.0633;rot:0,169.9987,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_775;pos:298.9908,4,-134.6011;rot:0,160.003,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_776;pos:321.6198,4,-124.049;rot:0,150.0053,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_777;pos:342.0726,4,-109.7278;rot:0,139.997,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_778;pos:359.7278,4,-92.07256;rot:0,130.0007,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_779;pos:374.049,4,-71.61975;rot:0,119.9957,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_780;pos:384.6011,4,-48.99078;rot:0,110.0006,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_781;pos:391.0634,4,-24.87325;rot:0,99.99998,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_782;pos:393.2394,4,0;rot:0,90,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_783;pos:-250,4,143.2395;rot:0,180,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_784;pos:-274.8733,4,141.0633;rot:0,169.9987,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_785;pos:-298.9908,4,134.6011;rot:0,160.003,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_786;pos:-321.6198,4,124.049;rot:0,150.0053,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_787;pos:-342.0726,4,109.7278;rot:0,139.997,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_788;pos:-359.7278,4,92.07256;rot:0,130.0007,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_789;pos:-374.049,4,71.61975;rot:0,119.9957,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_790;pos:-384.6011,4,48.99078;rot:0,110.0006,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_791;pos:-391.0634,4,24.87325;rot:0,99.99998,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_792;pos:-393.2394,4,0;rot:0,90,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_793;pos:-250,4,-143.2395;rot:0,180,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_794;pos:-274.8733,4,-141.0633;rot:0,190.0013,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_795;pos:-298.9908,4,-134.6011;rot:0,199.997,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_796;pos:-321.6198,4,-124.049;rot:0,209.9947,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_797;pos:-342.0726,4,-109.7278;rot:0,220.003,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_798;pos:-359.7278,4,-92.07256;rot:0,229.9993,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_799;pos:-374.049,4,-71.61975;rot:0,240.0043,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_800;pos:-384.6011,4,-48.99078;rot:0,249.9994,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_801;pos:-391.0634,4,-24.87325;rot:0,260,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_802;pos:-393.2394,4,0;rot:0,270,0;m:cuboid;scl:2.5,0.04,0.022;clr:178,178,178,255;;
i:cuboid_803;pos:0,4,143.2395;rot:0,180,0;m:cuboid;scl:50,0.04,0.022;clr:178,178,178,255;;
i:cuboid_804;pos:0,4,-143.2395;rot:0,180,0;m:cuboid;scl:50,0.04,0.022;clr:178,178,178,255;;
i:cuboid_805;pos:250,4,175.0704;rot:0,180,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_806;pos:280.4006,4,172.4108;rot:0,190.0013,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_807;pos:309.8776,4,164.5124;rot:0,199.997,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_808;pos:337.5352,4,151.6155;rot:0,209.9947,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_809;pos:362.5331,4,134.1117;rot:0,220.003,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_810;pos:384.1117,4,112.5331;rot:0,229.9993,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_811;pos:401.6155,4,87.53525;rot:0,240.0043,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_812;pos:414.5124,4,59.87762;rot:0,249.9994,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_813;pos:422.4108,4,30.40064;rot:0,260,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_814;pos:425.0704,4,0;rot:0,270,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_815;pos:250,4,-175.0704;rot:0,180,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_816;pos:280.4006,4,-172.4108;rot:0,169.9987,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_817;pos:309.8776,4,-164.5124;rot:0,160.003,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_818;pos:337.5352,4,-151.6155;rot:0,150.0053,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_819;pos:362.5331,4,-134.1117;rot:0,139.997,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_820;pos:384.1117,4,-112.5331;rot:0,130.0007,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_821;pos:401.6155,4,-87.53525;rot:0,119.9957,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_822;pos:414.5124,4,-59.87762;rot:0,110.0006,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_823;pos:422.4108,4,-30.40064;rot:0,99.99998,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_824;pos:425.0704,4,0;rot:0,90,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_825;pos:-250,4,175.0704;rot:0,180,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_826;pos:-280.4006,4,172.4108;rot:0,169.9987,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_827;pos:-309.8776,4,164.5124;rot:0,160.003,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_828;pos:-337.5352,4,151.6155;rot:0,150.0053,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_829;pos:-362.5331,4,134.1117;rot:0,139.997,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_830;pos:-384.1117,4,112.5331;rot:0,130.0007,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_831;pos:-401.6155,4,87.53525;rot:0,119.9957,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_832;pos:-414.5124,4,59.87762;rot:0,110.0006,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_833;pos:-422.4108,4,30.40064;rot:0,99.99998,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_834;pos:-425.0704,4,0;rot:0,90,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_835;pos:-250,4,-175.0704;rot:0,180,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_836;pos:-280.4006,4,-172.4108;rot:0,190.0013,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_837;pos:-309.8776,4,-164.5124;rot:0,199.997,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_838;pos:-337.5352,4,-151.6155;rot:0,209.9947,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_839;pos:-362.5331,4,-134.1117;rot:0,220.003,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_840;pos:-384.1117,4,-112.5331;rot:0,229.9993,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_841;pos:-401.6155,4,-87.53525;rot:0,240.0043,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_842;pos:-414.5124,4,-59.87762;rot:0,249.9994,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_843;pos:-422.4108,4,-30.40064;rot:0,260,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_844;pos:-425.0704,4,0;rot:0,270,0;m:cuboid;scl:3.0556,0.04,0.022;clr:178,178,178,255;;
i:cuboid_845;pos:0,4,175.0704;rot:0,180,0;m:cuboid;scl:50,0.04,0.022;clr:178,178,178,255;;
i:cuboid_846;pos:0,4,-175.0704;rot:0,180,0;m:cuboid;scl:50,0.04,0.022;clr:178,178,178,255;;
i:cylinder_847;pos:409.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_848;pos:411.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_849;pos:413.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_850;pos:415.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_851;pos:417.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_852;pos:419.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_853;pos:421.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_854;pos:423.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_855;pos:407.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_856;pos:405.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_857;pos:403.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_858;pos:401.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_859;pos:399.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_860;pos:397.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_861;pos:395.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_862;pos:409.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_863;pos:411.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_864;pos:413.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_865;pos:415.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_866;pos:417.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_867;pos:419.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_868;pos:421.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_869;pos:423.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_870;pos:407.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_871;pos:405.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_872;pos:403.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_873;pos:401.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_874;pos:399.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_875;pos:397.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_876;pos:395.155,2.65,-1.5;rot:0,180,90;m:cylinder;scl:0.03,0.01,0.03;clr:0,0,0,255;;
i:cylinder_877;pos:409.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.02,0.012,0.02;;
i:cylinder_878;pos:411.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.02,0.012,0.02;;
i:cylinder_879;pos:413.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.02,0.012,0.02;;
i:cylinder_880;pos:415.155,2.65,1.5;rot:0,180,90;m:cylinder;scl:0.02,0.012,0.02;;
