i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,-24.29533,0;m:cuboid;scl:1100,5,1100;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_2;pos:0,-24.66419,0;m:cuboid;scl:1100,5,1100;t:earth2;til:600,600;clr:66,165,243,255;;
i:field2_1447;pos:10.97601,59.7845,-22.45284;rot:0,280.4884,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1448;pos:1.257527,59.78334,-31.70699;rot:0,341.4877,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1449;pos:6.410707,59.82559,-27.03457;rot:0,134.2369,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1450;pos:3.566925,59.70558,-30.58265;rot:0,134.2369,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1451;pos:6.42004,59.86559,-29.58737;rot:0,134.2369,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1452;pos:9.03562,59.7759,-27.20146;rot:0,162.9867,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1453;pos:10.53625,59.7759,-24.27059;rot:0,162.9867,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1454;pos:5.037589,59.84389,-30.57951;rot:0,332.2345,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1455;pos:9.721416,59.85497,-25.80452;rot:0,293.234,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1456;pos:7.560648,59.77739,-25.87274;rot:0,12.98321,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1457;pos:8.762568,59.77741,-24.22051;rot:0,12.98321,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1458;pos:5.100142,59.71929,-28.31121;rot:0,256.7329,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1459;pos:3.373338,59.71931,-29.41699;rot:0,256.7329,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1460;pos:-26.51804,59.81709,-28.21032;rot:0,44.48058,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1461;pos:-20.19026,59.79485,-31.19372;rot:0,26.23059,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1462;pos:-29.34114,59.75764,-22.56106;rot:0,68.73058,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1463;pos:-25.04239,59.83766,-26.8669;rot:0,220.9803,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1464;pos:-27.87209,59.7878,-26.51695;rot:0,230.4803,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1465;pos:-27.71151,59.78777,-24.10293;rot:0,230.4803,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1466;pos:-26.41394,59.7813,-25.38384;rot:0,327.4799,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1467;pos:-29.04431,59.72918,-24.60308;rot:0,327.2298,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1468;pos:-23.56942,59.86313,-27.81501;rot:0,191.2291,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1469;pos:-22.12707,59.69398,-30.87603;rot:0,185.9791,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1470;pos:-22.00302,59.79811,-29.34998;rot:0,123.229,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1471;pos:-24.8511,59.79813,-29.30132;rot:0,123.229,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1472;pos:-23.66048,59.76938,-30.26555;rot:0,317.7289,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1473;pos:-24.55993,45.39848,-27.09863;rot:0,40.97889,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1474;pos:-25.99073,45.33176,-28.66526;rot:0,1.478885,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1475;pos:-20.13575,45.34724,-31.41369;rot:0,0.728888,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1476;pos:-29.50396,45.34724,-22.51811;rot:0,80.22893,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1477;pos:-26.03468,45.30584,-26.13934;rot:0,76.4789,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1478;pos:-28.06372,45.38584,-23.74746;rot:0,76.4789,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1479;pos:-27.49447,45.38805,-27.13929;rot:0,14.97888,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1480;pos:-29.07824,45.30806,-24.39211;rot:0,14.97888,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1481;pos:-26.92451,45.4039,-25.19406;rot:0,256.7285,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1482;pos:-28.14655,45.32389,-25.97547;rot:0,256.7285,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1483;pos:-21.61225,45.35639,-31.1886;rot:0,27.72714,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1484;pos:-23.34296,45.35638,-28.37726;rot:0,27.72714,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1485;pos:-21.71157,45.31509,-29.32055;rot:0,88.4772,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1486;pos:-24.34158,45.26523,-29.68366;rot:0,141.9771,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1487;pos:-22.96154,45.30523,-30.86414;rot:0,141.9771,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1488;pos:6.506096,45.46639,8.688842;rot:0,215.7248,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1489;pos:1.46941,45.46735,9.696241;rot:0,214.7248,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1490;pos:8.745008,45.46733,3.48138;rot:0,214.7248,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1491;pos:0.1348602,45.43422,11.15718;rot:0,270.9746,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1492;pos:3.064121,45.47422,8.86702;rot:0,270.9746,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1493;pos:2.097809,45.35422,11.04377;rot:0,270.9746,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1494;pos:10.46487,45.4463,2.539559;rot:0,165.2242,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1495;pos:10.07278,45.40631,4.339751;rot:0,165.2242,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1496;pos:7.358784,45.44632,5.062189;rot:0,165.2242,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1497;pos:5.891793,45.39061,6.755975;rot:0,41.47422,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1498;pos:3.969627,45.4306,10.6211;rot:0,41.47422,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1499;pos:8.800349,45.47059,5.999866;rot:0,41.47422,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1500;pos:7.527905,45.3264,7.579923;rot:0,339.474,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1501;pos:4.292849,45.4064,8.006792;rot:0,339.474,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1502;pos:4.955611,45.32641,9.658998;rot:0,339.474,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1503;pos:5.442063,59.85849,6.821622;rot:0,37.72238,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1504;pos:7.790034,60.00552,7.094666;rot:0,46.72236,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1505;pos:5.270961,59.89698,9.343299;rot:0,22.47237,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1506;pos:-0.02970361,59.8025,11.13407;rot:0,344.9722,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1507;pos:3.697523,59.8025,10.36368;rot:0,344.9722,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1508;pos:3.807728,59.85677,7.983905;rot:0,343.7216,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1509;pos:6.728373,59.83585,8.440174;rot:0,354.4714,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1510;pos:10.44901,59.8222,2.492779;rot:0,150.4711,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1511;pos:6.773529,59.82221,5.572836;rot:0,150.4711,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1512;pos:9.15804,59.8622,5.769586;rot:0,150.4711,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1513;pos:8.604326,59.82353,3.902412;rot:0,235.971,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1514;pos:9.803225,59.82352,4.036252;rot:0,235.971,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1515;pos:2.071255,59.82217,10.93082;rot:0,172.9708,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1516;pos:2.023616,59.86216,9.356009;rot:0,172.9708,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1517;pos:-26.0482,45.40637,7.620916;rot:0,140.4698,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1518;pos:-26.60867,45.36602,5.157784;rot:0,140.4698,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1519;pos:-23.41768,45.39167,7.889751;rot:0,140.4698,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1520;pos:-29.31676,45.39932,1.563632;rot:0,160.7196,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1521;pos:-27.28583,45.3664,6.334405;rot:0,160.9696,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1522;pos:-27.77188,45.44641,3.818077;rot:0,160.9696,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1523;pos:-25.07522,45.49045,6.186523;rot:0,115.4696,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1524;pos:-24.57178,45.41046,8.915225;rot:0,115.4696,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1525;pos:-21.71085,45.46569,8.931635;rot:0,132.7196,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1526;pos:-18.93083,45.4257,10.82907;rot:0,132.7196,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1527;pos:-20.63346,45.4169,10.10594;rot:0,204.4693,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1528;pos:-22.76709,45.4169,9.956255;rot:0,204.4693,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1529;pos:-28.87631,45.39858,2.924057;rot:0,120.7193,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1530;pos:-28.40682,45.43857,4.785415;rot:0,120.7193,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1531;pos:-24.99658,59.84599,5.720928;rot:0,130.7185,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1532;pos:-26.37973,59.766,7.228061;rot:0,130.7185,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1533;pos:-29.18021,59.8177,1.077848;rot:0,56.46854,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1534;pos:-27.8109,59.75827,2.710004;rot:0,81.96855,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1535;pos:-28.91965,59.75828,2.997916;rot:0,81.96855,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1536;pos:-26.30078,59.70422,4.461329;rot:0,71.71851,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1537;pos:-27.84935,59.74423,5.255643;rot:0,71.71851,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1538;pos:-23.63342,59.77311,6.678852;rot:0,196.2183,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1539;pos:-24.97958,59.7731,8.209132;rot:0,196.2183,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1540;pos:-23.47999,59.73311,9.211316;rot:0,196.2183,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1541;pos:-22.24904,59.77311,7.714552;rot:0,196.2183,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1542;pos:-22.11117,59.71137,9.960349;rot:0,202.2183,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1543;pos:-20.94551,59.73387,9.116229;rot:0,192.9675,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1544;pos:-20.20981,59.73388,10.35028;rot:0,192.9675,0;m:field2;scl:0.05,0.025,0.05;;
i:field2_1545;pos:-19.05477,59.73856,10.48596;rot:0,187.4674,0;m:field2;scl:0.05,0.025,0.05;;
i:leaf2_1546;pos:4.323634,45.95558,-30.50126;rot:0,316.4644,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1547;pos:9.809938,45.95097,-25.49389;rot:0,303.4632,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1548;pos:-27.58343,45.80732,-25.91772;rot:0,11.96227,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1549;pos:-23.69985,60.23696,-30.11351;rot:0,45.2118,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1550;pos:-28.88624,60.14661,-23.59408;rot:0,40.4618,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1551;pos:-25.589,60.21606,6.479455;rot:0,83.21172,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1552;pos:-28.37478,45.84312,4.466266;rot:0,127.2117,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1553;pos:-23.53636,45.88723,8.617552;rot:0,139.9613,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1554;pos:2.462461,60.27825,9.637235;rot:0,189.2112,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1555;pos:7.731571,45.88773,6.120446;rot:0,185.9612,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:leaf2_1556;pos:4.558774,45.84773,8.858513;rot:0,185.9612,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1557;pos:1.110847,45.9079,10.53663;rot:0,207.2111,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1558;pos:8.44016,60.08751,5.944005;rot:0,182.4609,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1559;pos:-23.74811,60.20531,9.040174;rot:0,122.9606,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1560;pos:-28.52291,60.14866,3.534242;rot:0,125.7105,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1561;pos:-26.1993,45.98412,6.797302;rot:0,110.4603,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1562;pos:-23.30135,45.91764,-29.86434;rot:0,61.46028,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1563;pos:-26.06949,45.95763,-28.18249;rot:0,61.46028,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1564;pos:-21.16355,60.07619,-30.75421;rot:0,26.46003,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1565;pos:8.326767,60.24106,-27.50844;rot:0,315.9597,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1566;pos:4.847779,60.20105,-30.14814;rot:0,315.9597,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1567;pos:7.071366,46.0018,-27.95239;rot:0,311.7093,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,147,0,255;;
i:leaf2_1568;pos:9.598744,60.29632,-25.25288;rot:0,314.2057,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1569;pos:10.47814,45.78235,-23.29383;rot:0,311.2054,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1570;pos:4.937144,45.85194,-28.57391;rot:0,310.455,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1571;pos:-20.98653,45.62225,-30.43928;rot:0,29.70482,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1572;pos:-28.51303,45.68572,-23.94084;rot:0,49.70481,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1573;pos:-26.7364,60.07233,-27.04423;rot:0,44.45478,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1574;pos:-27.36679,60.10991,5.263706;rot:0,122.7047,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1575;pos:-20.91611,59.9081,9.740005;rot:0,136.7046,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1576;pos:-21.03341,45.8031,10.56444;rot:0,136.7046,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1577;pos:9.696191,45.93153,4.283131;rot:0,217.9544,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1578;pos:6.288279,60.30764,7.883722;rot:0,225.2042,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1579;pos:2.224722,60.0846,-31.26074;rot:0,319.9536,0;m:leaf2;scl:0.05,0.05,0.05;clr:255,255,0,255;;
i:leaf2_1580;pos:6.934703,60.15029,-29.08899;rot:0,319.2036,0;m:leaf2;scl:0.05,0.05,0.05;clr:147,0,234,255;;
i:leaf2_1581;pos:9.365262,60.15556,3.822857;rot:0,44.45282,0;m:leaf2;scl:0.05,0.05,0.05;clr:147,0,234,255;;
i:cylinder_1582;pos:-9.800656,58.29911,13.64226;rot:0,179.4985,0;m:cylinder;scl:1.5,0.1,1.25;t:rock2;til:2,1;clr:46,46,52,255;;
i:cylinder_1583;pos:-875.3875,138.576,-578.0874;rot:0,231.3456,0;m:cylinder;scl:11,0.5,11;t:lava1;til:2,2;;
i:boulder1_1584;pos:-855.6371,-0.8674005,-582.7237;rot:0,54.23306,0;m:boulder1;scl:15,1,15;t:earth2;til:20,20;clr:115,72,0,255;;
i:boulder1_1585;pos:-813.2377,115.198,-546.25;rot:51.32008,235.554,180;m:boulder1;scl:1,3,1;t:lava1;til:2,2;;
i:boulder4_1586;pos:-755.9643,-11.37016,-590.3597;rot:21.571,269.9823,357.5482;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder4_1587;pos:-794.6741,-5.64081,-644.9962;rot:337.4,115.2124,6.473515E-06;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder4_1588;pos:-868.6779,-12.38689,-687.9231;rot:16.2,0.2097515,-1.736476E-08;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder4_1589;pos:-923.55,-7.013067,-679.836;rot:2.561321E-06,300.1063,340.6;m:boulder4;scl:3,8,5;t:rock3;;
i:boulder4_1590;pos:-965.9167,-8.912745,-635.7184;rot:-2.561321E-06,154.0037,16.6;m:boulder4;scl:3,8,5;t:rock3;;
i:boulder4_1591;pos:-984.4509,-7.125268,-565.9828;rot:21.60002,93.45245,0;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder4_1592;pos:-971.3785,-17.05532,-511.6898;rot:337.9162,304.6199,0.1313534;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder4_1593;pos:-895.5814,-9.733961,-461.6017;rot:26.6,169.1976,1.193549E-06;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder4_1594;pos:-839.7737,-18.13991,-464.408;rot:340.6054,14.83103,359.649;m:boulder4;scl:5,8,3;t:rock3;;
i:boulder1_1595;pos:-802.1622,43.74273,-503.6618;rot:19.2,220.6904,1.808122E-06;m:boulder1;scl:2,6,2;t:rock3;til:1,3;;
i:boulder1_1596;pos:-777.8857,37.31482,-550.1711;rot:10.04494,200.9993,342.3066;m:boulder1;scl:2,6,2;t:rock3;til:1,3;;
i:boulder1_1597;pos:-788.6219,40.98406,-526.3017;rot:0,256.4328,0;m:boulder1;scl:2,2,2;t:rock3;;
i:boulder3_1598;pos:-818.2614,100.1505,-618.4742;rot:22.8,296.6759,-9.261391E-07;m:boulder3;scl:3,3,3;t:rock3;;
i:boulder3_1599;pos:-874.2939,112.7601,-645.0327;rot:334.085,194.993,353.9342;m:boulder3;scl:3,3,3;t:rock3;;
i:boulder3_1600;pos:-923.0957,115.9784,-621.1666;rot:346.8,228.8896,4.384717E-07;m:boulder3;scl:3,3,1;t:rock3;;
i:boulder1_1601;pos:-941.7014,113.7814,-572.3846;rot:340.2,277.9075,9.981615E-06;m:boulder1;scl:3,3,1;t:rock3;;
i:boulder1_1602;pos:-921.8294,110.8024,-533.6351;rot:15,138.6441,0;m:boulder1;scl:3,3,1;t:rock3;;
i:boulder3_1603;pos:-874.822,114.0376,-510.2972;rot:333.8184,0.840631,3.39459;m:boulder3;scl:3,3,1;t:rock3;;
i:boulder4_1604;pos:-831.6431,94.24655,-519.5272;rot:347.2,53.63399,-1.313297E-06;m:boulder4;scl:3,3,2;t:rock3;;
i:boulder2_1605;pos:-804.1627,100.4951,-584.2018;rot:343.1912,95.35257,356.0985;m:boulder2;scl:3,3,2;t:rock3;;
i:boulder1_1606;pos:-856.9803,135.1633,-533.9638;rot:19.2,209.3371,0;m:boulder1;scl:2,2,1;t:rock3;;
i:boulder1_1607;pos:-898.1373,133.2282,-530.7675;rot:335.1824,356.6094,3.858587;m:boulder1;scl:2,2,1;t:rock3;;
i:boulder2_1608;pos:-932.194,125.2746,-551.2078;rot:29.25682,115.526,3.035402;m:boulder2;scl:2,2,1;t:rock3;;
i:boulder4_1609;pos:-925.076,118.9559,-613.788;rot:15,59.58326,4.419458E-07;m:boulder4;scl:2,2,1;t:rock3;;
i:boulder3_1610;pos:-880.1393,132.9819,-635.2902;rot:21.19876,15.18861,355.757;m:boulder3;scl:2,2,1;t:rock3;;
i:boulder2_1611;pos:-822.2438,123.4628,-613.8942;rot:37.77807,309.3583,1.395714;m:boulder2;scl:2,2,1;t:rock3;;
i:boulder1_1612;pos:-826.433,132.5403,-580.8879;rot:0,273.0722,0;m:boulder1;scl:2,2,1;t:rock3;;
i:boulder1_1613;pos:-878.7158,119.1726,-525.923;rot:0,162.3211,0;m:boulder1;scl:2,2,1;t:lava1;;
i:boulder1_1614;pos:-871.3105,105.1796,-517.441;rot:21.33869,149.6962,349.7579;m:boulder1;scl:1,3,1.5;t:lava1;til:1,3;;
i:boulder3_1615;pos:-873.8099,75.60386,-487.8691;rot:332.2827,39.54848,325.9794;m:boulder3;scl:1,3,1.5;t:lava1;til:3,1;;
i:boulder4_1616;pos:-871.07,16.47786,-456.5997;rot:25.1529,184.4708,356.9657;m:boulder4;scl:1,3,1.5;t:lava1;til:3,1;;
i:boulder1_1617;pos:-872.1071,13.48446,-460.6035;rot:0,186.062,0;m:boulder1;scl:1,1,1.5;t:lava1;;
i:boulder3_1618;pos:-871.6235,-4.006068,-421.2975;rot:359.3435,265.9094,348.6238;m:boulder3;scl:3,1,3;t:lava1;til:2,2;;
i:boulder1_1619;pos:-825.929,132.9305,-556.8301;rot:345.6137,188.7018,18.27691;m:boulder1;t:lava1;;
i:boulder1_1620;pos:-833.9196,133.3996,-547.463;rot:22.24768,186.1989,31.94451;m:boulder1;t:lava1;;
i:boulder5_1621;pos:-761.2612,33.64888,-508.345;rot:31.8,236.0481,-1.004567E-05;m:boulder5;scl:1.5,3,0.5;t:lava1;til:1,2;;
i:boulder2_1622;pos:-787.6609,79.76473,-529.1765;rot:28.8,246.7948,1.948572E-06;m:boulder2;scl:1,2,1;t:lava1;til:1.5,1.5;;
i:boulder3_1623;pos:-765.4105,46.81957,-527.3271;rot:40.66714,265.0269,3.219236;m:boulder3;scl:1,2,1;t:lava1;til:1.5,1.5;;
i:boulder1_1624;pos:-843.7845,118.3249,-633.2748;rot:28.4,325.7862,-2.911755E-06;m:boulder1;scl:1,2,1;t:lava1;til:1.5,1.5;;
i:boulder5_1625;pos:-826.786,58.10438,-669.0364;rot:22.8,328.0341,-2.315348E-06;m:boulder5;scl:1,2,1;t:lava1;til:1.5,1.5;;
i:boulder4_1626;pos:-818.2355,33.25712,-677.644;rot:19.4,310.7792,2.7155E-06;m:boulder4;scl:1,2,1;t:lava1;til:1.5,1.5;;
i:boulder1_1627;pos:-817.8303,20.73258,-679.4842;rot:22.79943,337.5814,359.8318;m:boulder1;scl:1.5,2,1;t:lava1;til:2,2;;
i:boulder1_1628;pos:-802.2888,3.14163,-729.579;rot:352.2,329.7612,4.308733E-07;m:boulder1;scl:3,0.25,3;t:lava1;til:3,3;;
i:boulder5_1629;pos:-942.6799,100.7039,-626.5476;rot:32.44896,64.0876,28.20407;m:boulder5;scl:1.5,2,1;t:lava1;til:2,2;;
i:boulder5_1630;pos:-968.7245,74.91479,-607.6763;rot:28.8,75.75492,348.6;m:boulder5;scl:1.5,2,1;t:lava1;til:2,2;;
i:boulder1_1631;pos:-978.151,52.31121,-609.8761;rot:27,83.00468,-1.916425E-06;m:boulder1;scl:1.5,3,1;t:lava1;til:2,2;;
i:boulder1_1632;pos:-997.5469,21.15823,-605.4439;rot:25.19935,74.94585,0.1882259;m:boulder1;scl:2,2,1;t:lava1;til:2,2;;
i:boulder1_1633;pos:-1020.804,2.045157,-603.1757;rot:345.6,77.25144,8.814666E-07;m:boulder1;scl:3,1,3;t:lava1;til:3,3;;
i:boulder2_1634;pos:-844.0058,131.3666,-624.3289;rot:38.27789,31.00344,33.83087;m:boulder2;t:lava1;;
i:boulder3_1635;pos:-848.4369,134.9482,-627.0153;rot:44.80119,352.0114,19.12134;m:boulder3;t:lava1;;
i:boulder1_1636;pos:-855.5269,132.4776,-624.6849;rot:31.09548,12.22113,35.91204;m:boulder1;t:lava1;;
i:boulder1_1637;pos:-861.1087,138.3645,-629.5434;rot:28.58323,314.8476,42.3841;m:boulder1;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder1_1638;pos:-869.3827,139.6366,-628.7584;rot:0,347.241,0;m:boulder1;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder1_1639;pos:-835.6374,103.9839,-649.0609;rot:0,323.2391,0;m:boulder1;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder1_1640;pos:-840.1862,105.984,-648.6559;rot:0,323.2391,0;m:boulder1;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder1_1641;pos:-924.9393,138.4795,-598.1212;rot:0,87.13646,0;m:boulder1;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder1_1642;pos:-927.0334,138.7838,-594.3638;rot:354.3706,62.50443,314.2502;m:boulder1;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder2_1643;pos:-929.5677,137.108,-587.3302;rot:0,297.486,0;m:boulder2;scl:0.5,0.5,0.5;t:lava1;til:0.5,0.5;;
i:boulder5_1644;pos:-795.6243,94.03104,-545.4022;rot:21.10512,249.1381,12.87712;m:boulder5;t:rock3;til:0.5,0.5;;
i:boulder5_1645;pos:-761.5662,45.09635,-541.149;rot:1.768519,243.4487,345.6944;m:boulder5;t:rock3;til:0.5,0.5;;
i:boulder1_1646;pos:-757.0721,41.2182,-540.5128;rot:0,236.4798,0;m:boulder1;t:rock3;til:0.5,0.5;;
i:boulder1_1647;pos:-761.9962,16.13728,-561.1402;rot:0,239.2294,0;m:boulder1;scl:3,3,3;t:rock3;;
i:boulder1_1648;pos:-805.6226,16.40104,-488.2562;rot:0,22.87731,0;m:boulder1;scl:3,3,3;t:rock3;;
